"","date","PX_LAST","PX_VOLUME","TOT_RETURN_INDEX_NET_DVDS","etf"
"21395",2015-08-24,23.98,16296150,23.98,"EWT US Equity"
"21396",2015-08-25,24.92,11996798,24.92,"EWT US Equity"
"21397",2015-08-26,25.78,10412582,25.78,"EWT US Equity"
"21398",2015-08-27,26.68,7762359,26.68,"EWT US Equity"
"21399",2015-08-28,26.62,5382033,26.62,"EWT US Equity"
"21400",2015-08-31,26.72,7061748,26.72,"EWT US Equity"
"21401",2015-09-01,25.94,6160412,25.94,"EWT US Equity"
"21402",2015-09-02,26.44,6068954,26.44,"EWT US Equity"
"21403",2015-09-03,26.58,3388216,26.58,"EWT US Equity"
"21404",2015-09-04,25.92,3830813,25.92,"EWT US Equity"
"21405",2015-09-08,26.74,3189203,26.74,"EWT US Equity"
"21406",2015-09-09,27.08,4598229,27.08,"EWT US Equity"
"21407",2015-09-10,27.26,4078349,27.26,"EWT US Equity"
"21408",2015-09-11,27.28,4019578,27.28,"EWT US Equity"
"21409",2015-09-14,27.22,2048124,27.22,"EWT US Equity"
"21410",2015-09-15,27.38,3536920,27.38,"EWT US Equity"
"21411",2015-09-16,27.82,3677831,27.82,"EWT US Equity"
"21412",2015-09-17,28.08,6240930,28.08,"EWT US Equity"
"21413",2015-09-18,27.56,4562551,27.56,"EWT US Equity"
"21414",2015-09-21,27.26,2699151,27.26,"EWT US Equity"
"21415",2015-09-22,26.66,2756242,26.66,"EWT US Equity"
"21416",2015-09-23,26.52,5919145,26.52,"EWT US Equity"
"21417",2015-09-24,26.08,5335382,26.08,"EWT US Equity"
"21418",2015-09-25,26.08,3342025,26.08,"EWT US Equity"
"21419",2015-09-28,25.48,5114506,25.48,"EWT US Equity"
"21420",2015-09-29,25.62,6571613,25.62,"EWT US Equity"
"21421",2015-09-30,26.32,5286940,26.32,"EWT US Equity"
"21422",2015-10-01,26.88,5618854,26.88,"EWT US Equity"
"21423",2015-10-02,27.18,5716774,27.18,"EWT US Equity"
"21424",2015-10-05,27.72,4697888,27.72,"EWT US Equity"
"21425",2015-10-06,27.5,3104663,27.5,"EWT US Equity"
"21426",2015-10-07,28.16,5192644,28.16,"EWT US Equity"
"21427",2015-10-08,28.16,5892712,28.16,"EWT US Equity"
"21428",2015-10-09,28.34,5262492,28.34,"EWT US Equity"
"21429",2015-10-12,28.28,2129901,28.28,"EWT US Equity"
"21430",2015-10-13,27.94,1877318,27.94,"EWT US Equity"
"21431",2015-10-14,28.14,2823087,28.14,"EWT US Equity"
"21432",2015-10-15,28.74,3835773,28.74,"EWT US Equity"
"21433",2015-10-16,28.76,4329814,28.76,"EWT US Equity"
"21434",2015-10-19,28.5,3019454,28.5,"EWT US Equity"
"21435",2015-10-20,28.56,1703187,28.56,"EWT US Equity"
"21436",2015-10-21,28.12,2925784,28.12,"EWT US Equity"
"21437",2015-10-22,28.6,3507561,28.6,"EWT US Equity"
"21438",2015-10-23,28.74,3473001,28.74,"EWT US Equity"
"21439",2015-10-26,28.7,2194329,28.7,"EWT US Equity"
"21440",2015-10-27,28.44,3005439,28.44,"EWT US Equity"
"21441",2015-10-28,28.12,5728604,28.12,"EWT US Equity"
"21442",2015-10-29,27.82,2804134,27.82,"EWT US Equity"
"21443",2015-10-30,27.8,3024835,27.8,"EWT US Equity"
"21444",2015-11-02,28.28,3241463,28.28,"EWT US Equity"
"21445",2015-11-03,28.78,5255715,28.78,"EWT US Equity"
"21446",2015-11-04,29.12,4552499,29.12,"EWT US Equity"
"21447",2015-11-05,29.06,2987287,29.06,"EWT US Equity"
"21448",2015-11-06,28.42,6434223,28.42,"EWT US Equity"
"21449",2015-11-09,27.76,6630163,27.76,"EWT US Equity"
"21450",2015-11-10,27.48,4918500,27.48,"EWT US Equity"
"21451",2015-11-11,27.28,4894378,27.28,"EWT US Equity"
"21452",2015-11-12,27.12,2791503,27.12,"EWT US Equity"
"21453",2015-11-13,26.72,3608358,26.72,"EWT US Equity"
"21454",2015-11-16,27.18,3332335,27.18,"EWT US Equity"
"21455",2015-11-17,27.22,4858977,27.22,"EWT US Equity"
"21456",2015-11-18,27.28,3891480,27.28,"EWT US Equity"
"21457",2015-11-19,27.62,4563007,27.62,"EWT US Equity"
"21458",2015-11-20,27.72,4179716,27.72,"EWT US Equity"
"21459",2015-11-23,27.56,2144319,27.56,"EWT US Equity"
"21460",2015-11-24,27.5,3009338,27.5,"EWT US Equity"
"21461",2015-11-25,27.36,2563868,27.36,"EWT US Equity"
"21462",2015-11-27,26.86,2747917,26.86,"EWT US Equity"
"21463",2015-11-30,27.06,6017866,27.06,"EWT US Equity"
"21464",2015-12-01,27.62,4620608,27.62,"EWT US Equity"
"21465",2015-12-02,27.22,5316892,27.22,"EWT US Equity"
"21466",2015-12-03,27.1,3078612,27.1,"EWT US Equity"
"21467",2015-12-04,27.44,6780357,27.44,"EWT US Equity"
"21468",2015-12-07,27.2,3709302,27.2,"EWT US Equity"
"21469",2015-12-08,26.8,5056726,26.8,"EWT US Equity"
"21470",2015-12-09,26.38,5187048,26.38,"EWT US Equity"
"21471",2015-12-10,26.34,3220063,26.34,"EWT US Equity"
"21472",2015-12-11,25.66,4315572,25.66,"EWT US Equity"
"21473",2015-12-14,25.94,4396023,25.94,"EWT US Equity"
"21474",2015-12-15,26.3,4308718,26.3,"EWT US Equity"
"21475",2015-12-16,26.7,5079328,26.7,"EWT US Equity"
"21476",2015-12-17,26.5,5182117,26.5,"EWT US Equity"
"21477",2015-12-18,26.42,4222354,26.42,"EWT US Equity"
"21478",2015-12-21,25.82,3259208,26.6176,"EWT US Equity"
"21479",2015-12-22,26.02,3663323,26.8237,"EWT US Equity"
"21480",2015-12-23,26.24,4376892,27.0505,"EWT US Equity"
"21481",2015-12-24,26.14,652416,26.9474,"EWT US Equity"
"21482",2015-12-28,26.14,2647634,26.9474,"EWT US Equity"
"21483",2015-12-29,25.88,5870593,26.6794,"EWT US Equity"
"21484",2015-12-30,25.5,1729653,26.2877,"EWT US Equity"
"21485",2015-12-31,25.54,1815783,26.3289,"EWT US Equity"
"21486",2016-01-04,24.76,5216723,25.5248,"EWT US Equity"
"21487",2016-01-05,24.68,3612242,25.4423,"EWT US Equity"
"21488",2016-01-06,24.12,5779557,24.865,"EWT US Equity"
"21489",2016-01-07,23.56,7397513,24.2877,"EWT US Equity"
"21490",2016-01-08,23.44,7276196,24.164,"EWT US Equity"
"21491",2016-01-11,23.54,5385317,24.2671,"EWT US Equity"
"21492",2016-01-12,23.5,6525414,24.2259,"EWT US Equity"
"21493",2016-01-13,23.28,7214548,23.9991,"EWT US Equity"
"21494",2016-01-14,23.72,10214514,24.4527,"EWT US Equity"
"21495",2016-01-15,22.68,15481615,23.3806,"EWT US Equity"
"21496",2016-01-19,23.4,8750536,24.1228,"EWT US Equity"
"21497",2016-01-20,22.84,11952649,23.5455,"EWT US Equity"
"21498",2016-01-21,23.04,7793434,23.7517,"EWT US Equity"
"21499",2016-01-22,23.62,5496352,24.3496,"EWT US Equity"
"21500",2016-01-25,23.44,4899493,24.164,"EWT US Equity"
"21501",2016-01-26,23.76,4795531,24.4939,"EWT US Equity"
"21502",2016-01-27,23.6,5795319,24.329,"EWT US Equity"
"21503",2016-01-28,23.84,5666451,24.5764,"EWT US Equity"
"21504",2016-01-29,24.66,6119677,25.4217,"EWT US Equity"
"21505",2016-02-01,24.66,3133707,25.4217,"EWT US Equity"
"21506",2016-02-02,24.36,5247636,25.1125,"EWT US Equity"
"21507",2016-02-03,24.9,7189630,25.6691,"EWT US Equity"
"21508",2016-02-04,25.17,6832383,25.9475,"EWT US Equity"
"21509",2016-02-05,24.78,4830535,25.5454,"EWT US Equity"
"21510",2016-02-08,24.52,6611694,25.2774,"EWT US Equity"
"21511",2016-02-09,24.22,6687106,24.9681,"EWT US Equity"
"21512",2016-02-10,24.24,6044227,24.9888,"EWT US Equity"
"21513",2016-02-11,24,6554458,24.7413,"EWT US Equity"
"21514",2016-02-12,24.28,4395297,25.03,"EWT US Equity"
"21515",2016-02-16,25.34,6487701,26.1227,"EWT US Equity"
"21516",2016-02-17,25.56,4465026,26.3495,"EWT US Equity"
"21517",2016-02-18,25.58,4070648,26.3701,"EWT US Equity"
"21518",2016-02-19,25.32,4417800,26.1021,"EWT US Equity"
"21519",2016-02-22,25.76,3274772,26.5557,"EWT US Equity"
"21520",2016-02-23,25.38,2907680,26.164,"EWT US Equity"
"21521",2016-02-24,25.3,3109328,26.0815,"EWT US Equity"
"21522",2016-02-25,25.72,3555692,26.5145,"EWT US Equity"
"21523",2016-02-26,25.58,3014407,26.3701,"EWT US Equity"
"21524",2016-02-29,25.68,4588362,26.4732,"EWT US Equity"
"21525",2016-03-01,26.44,4651255,27.2567,"EWT US Equity"
"21526",2016-03-02,26.46,4718346,27.2773,"EWT US Equity"
"21527",2016-03-03,26.66,2862634,27.4835,"EWT US Equity"
"21528",2016-03-04,27.12,5013794,27.9577,"EWT US Equity"
"21529",2016-03-07,27.02,3510046,27.8546,"EWT US Equity"
"21530",2016-03-08,26.7,3522016,27.5247,"EWT US Equity"
"21531",2016-03-09,26.76,3324034,27.5866,"EWT US Equity"
"21532",2016-03-10,26.84,3336381,27.6691,"EWT US Equity"
"21533",2016-03-11,27.36,3458244,28.2051,"EWT US Equity"
"21534",2016-03-14,27.32,2654603,28.1639,"EWT US Equity"
"21535",2016-03-15,26.86,3467986,27.6897,"EWT US Equity"
"21536",2016-03-16,27.56,5074508,28.4113,"EWT US Equity"
"21537",2016-03-17,27.9,4672192,28.7618,"EWT US Equity"
"21538",2016-03-18,28.02,3670285,28.8855,"EWT US Equity"
"21539",2016-03-21,27.92,2840196,28.7824,"EWT US Equity"
"21540",2016-03-22,27.72,3209359,28.5762,"EWT US Equity"
"21541",2016-03-23,27.36,4254072,28.2051,"EWT US Equity"
"21542",2016-03-24,27.38,2617392,28.2257,"EWT US Equity"
"21543",2016-03-28,27.26,1398226,28.102,"EWT US Equity"
"21544",2016-03-29,27.44,3696501,28.2876,"EWT US Equity"
"21545",2016-03-30,27.96,3512810,28.8237,"EWT US Equity"
"21546",2016-03-31,27.72,3075530,28.5762,"EWT US Equity"
"21547",2016-04-01,27.58,4661698,28.4319,"EWT US Equity"
"21548",2016-04-04,27.32,2402115,28.1639,"EWT US Equity"
"21549",2016-04-05,26.78,5760849,27.6072,"EWT US Equity"
"21550",2016-04-06,26.84,5430303,27.6691,"EWT US Equity"
"21551",2016-04-07,26.22,5469355,27.0299,"EWT US Equity"
"21552",2016-04-08,26.56,4260466,27.3804,"EWT US Equity"
"21553",2016-04-11,26.88,3455407,27.7103,"EWT US Equity"
"21554",2016-04-12,27,3921747,27.834,"EWT US Equity"
"21555",2016-04-13,27.42,4814096,28.267,"EWT US Equity"
"21556",2016-04-14,27.2,2960165,28.0402,"EWT US Equity"
"21557",2016-04-15,27.18,3710634,28.0196,"EWT US Equity"
"21558",2016-04-18,27.38,2633939,28.2257,"EWT US Equity"
"21559",2016-04-19,27.4,4127499,28.2464,"EWT US Equity"
"21560",2016-04-20,27.02,2875099,27.8546,"EWT US Equity"
"21561",2016-04-21,26.76,3518965,27.5866,"EWT US Equity"
"21562",2016-04-22,26.76,2204840,27.5866,"EWT US Equity"
"21563",2016-04-25,26.76,3200134,27.5866,"EWT US Equity"
"21564",2016-04-26,27.04,5544409,27.8752,"EWT US Equity"
"21565",2016-04-27,27.1,3820819,27.9371,"EWT US Equity"
"21566",2016-04-28,26.41,4258408,27.2258,"EWT US Equity"
"21567",2016-04-29,26.12,4331466,26.9268,"EWT US Equity"
"21568",2016-05-02,26.26,4415394,27.0711,"EWT US Equity"
"21569",2016-05-03,25.66,4791982,26.4526,"EWT US Equity"
"21570",2016-05-04,25.3,4541109,26.0815,"EWT US Equity"
"21571",2016-05-05,25.26,4039855,26.0403,"EWT US Equity"
"21572",2016-05-06,25.22,2846990,25.999,"EWT US Equity"
"21573",2016-05-09,24.98,3897169,25.7516,"EWT US Equity"
"21574",2016-05-10,25.28,2036798,26.0609,"EWT US Equity"
"21575",2016-05-11,25.1,2857777,25.8753,"EWT US Equity"
"21576",2016-05-12,25,2728147,25.7722,"EWT US Equity"
"21577",2016-05-13,24.72,4469287,25.4836,"EWT US Equity"
"21578",2016-05-16,25.06,2654820,25.8341,"EWT US Equity"
"21579",2016-05-17,25.04,2445256,25.8135,"EWT US Equity"
"21580",2016-05-18,25.18,6640066,25.9578,"EWT US Equity"
"21581",2016-05-19,24.88,4287779,25.6485,"EWT US Equity"
"21582",2016-05-20,25.28,3071056,26.0609,"EWT US Equity"
"21583",2016-05-23,25.88,4174084,26.6794,"EWT US Equity"
"21584",2016-05-24,26.02,2449570,26.8237,"EWT US Equity"
"21585",2016-05-25,26.28,3244051,27.0918,"EWT US Equity"
"21586",2016-05-26,26.46,3072687,27.2773,"EWT US Equity"
"21587",2016-05-27,26.56,2707804,27.3804,"EWT US Equity"
"21588",2016-05-31,26.68,3931134,27.5041,"EWT US Equity"
"21589",2016-06-01,26.9,2897357,27.7309,"EWT US Equity"
"21590",2016-06-02,26.98,2897935,27.8134,"EWT US Equity"
"21591",2016-06-03,27.36,4250759,28.2051,"EWT US Equity"
"21592",2016-06-06,27.48,4520522,28.3288,"EWT US Equity"
"21593",2016-06-07,27.82,6714585,28.6793,"EWT US Equity"
"21594",2016-06-08,28.02,3838411,28.8855,"EWT US Equity"
"21595",2016-06-09,27.76,3922537,28.6175,"EWT US Equity"
"21596",2016-06-10,27.22,3691303,28.0608,"EWT US Equity"
"21597",2016-06-13,26.88,3135046,27.7103,"EWT US Equity"
"21598",2016-06-14,27.02,4690693,27.8546,"EWT US Equity"
"21599",2016-06-15,27.4,4059334,28.2464,"EWT US Equity"
"21600",2016-06-16,27.19,4452988,28.0299,"EWT US Equity"
"21601",2016-06-17,27.24,3089965,28.0814,"EWT US Equity"
"21602",2016-06-20,27.74,3332341,28.5969,"EWT US Equity"
"21603",2016-06-21,27.92,3100360,28.7824,"EWT US Equity"
"21604",2016-06-22,27.8,4388667,28.6587,"EWT US Equity"
"21605",2016-06-23,28.42,4691213,29.2979,"EWT US Equity"
"21606",2016-06-24,26.82,8883382,27.6484,"EWT US Equity"
"21607",2016-06-27,26.72,6156547,27.5454,"EWT US Equity"
"21608",2016-06-28,27.38,3342871,28.2257,"EWT US Equity"
"21609",2016-06-29,27.9,4526558,28.7618,"EWT US Equity"
"21610",2016-06-30,28.1,4531379,28.968,"EWT US Equity"
"21611",2016-07-01,28.42,3236286,29.2979,"EWT US Equity"
"21612",2016-07-05,27.88,3622888,28.7412,"EWT US Equity"
"21613",2016-07-06,27.7,3361152,28.5556,"EWT US Equity"
"21614",2016-07-07,27.84,3095457,28.7,"EWT US Equity"
"21615",2016-07-08,28.26,3414527,29.1329,"EWT US Equity"
"21616",2016-07-11,28.66,2362545,29.5453,"EWT US Equity"
"21617",2016-07-12,29.04,2047001,29.937,"EWT US Equity"
"21618",2016-07-13,28.98,3207516,29.8752,"EWT US Equity"
"21619",2016-07-14,29.26,2774630,30.1638,"EWT US Equity"
"21620",2016-07-15,29.46,2420512,30.37,"EWT US Equity"
"21621",2016-07-18,29.94,3151977,30.8648,"EWT US Equity"
"21622",2016-07-19,29.68,2013714,30.5968,"EWT US Equity"
"21623",2016-07-20,29.8,2055041,30.7205,"EWT US Equity"
"21624",2016-07-21,29.86,4117795,30.7823,"EWT US Equity"
"21625",2016-07-22,29.92,2443018,30.8442,"EWT US Equity"
"21626",2016-07-25,29.5,1460092,30.4112,"EWT US Equity"
"21627",2016-07-26,29.9,3132718,30.8236,"EWT US Equity"
"21628",2016-07-27,29.9,3866224,30.8236,"EWT US Equity"
"21629",2016-07-28,30.1,1793307,31.0298,"EWT US Equity"
"21630",2016-07-29,30.06,3001409,30.9885,"EWT US Equity"
"21631",2016-08-01,30.4,3591851,31.339,"EWT US Equity"
"21632",2016-08-02,30.22,4286232,31.1535,"EWT US Equity"
"21633",2016-08-03,30.24,2517730,31.1741,"EWT US Equity"
"21634",2016-08-04,30.32,1815505,31.2566,"EWT US Equity"
"21635",2016-08-05,30.84,2471299,31.7926,"EWT US Equity"
"21636",2016-08-08,30.9,1416606,31.8545,"EWT US Equity"
"21637",2016-08-09,31.16,1774543,32.1225,"EWT US Equity"
"21638",2016-08-10,31.36,2823356,32.3287,"EWT US Equity"
"21639",2016-08-11,31.3,3639554,32.2668,"EWT US Equity"
"21640",2016-08-12,31.04,2132811,31.9988,"EWT US Equity"
"21641",2016-08-15,31.18,2494888,32.1431,"EWT US Equity"
"21642",2016-08-16,30.9,2657280,31.8545,"EWT US Equity"
"21643",2016-08-17,30.66,3590816,31.6071,"EWT US Equity"
"21644",2016-08-18,30.88,1894089,31.8339,"EWT US Equity"
"21645",2016-08-19,30.38,3780107,31.3184,"EWT US Equity"
"21646",2016-08-22,29.94,2473539,30.8648,"EWT US Equity"
"21647",2016-08-23,30.1,3682793,31.0298,"EWT US Equity"
"21648",2016-08-24,30.24,4786625,31.1741,"EWT US Equity"
"21649",2016-08-25,30.62,3443625,31.5658,"EWT US Equity"
"21650",2016-08-26,30.42,5126491,31.3596,"EWT US Equity"
"21651",2016-08-29,30.54,2263390,31.4834,"EWT US Equity"
"21652",2016-08-30,30.4,2388912,31.339,"EWT US Equity"
"21653",2016-08-31,30.06,3227073,30.9885,"EWT US Equity"
"21654",2016-09-01,30.16,2593944,31.0916,"EWT US Equity"
"21655",2016-09-02,30.52,4926233,31.4627,"EWT US Equity"
"21656",2016-09-06,31.36,7859534,32.3287,"EWT US Equity"
"21657",2016-09-07,31.42,5264490,32.3905,"EWT US Equity"
"21658",2016-09-08,31.28,2947264,32.2462,"EWT US Equity"
"21659",2016-09-09,30.08,5930270,31.0091,"EWT US Equity"
"21660",2016-09-12,30.2,5042094,31.1329,"EWT US Equity"
"21661",2016-09-13,29.56,6514691,30.4731,"EWT US Equity"
"21662",2016-09-14,29.78,5030528,30.6999,"EWT US Equity"
"21663",2016-09-15,30.28,5778958,31.2153,"EWT US Equity"
"21664",2016-09-16,30.06,3621423,30.9885,"EWT US Equity"
"21665",2016-09-19,31,4467315,31.9576,"EWT US Equity"
"21666",2016-09-20,31.02,2585850,31.9782,"EWT US Equity"
"21667",2016-09-21,31.72,5468467,32.6998,"EWT US Equity"
"21668",2016-09-22,31.62,2312226,32.5967,"EWT US Equity"
"21669",2016-09-23,31.32,4180217,32.2874,"EWT US Equity"
"21670",2016-09-26,30.92,2327825,31.8751,"EWT US Equity"
"21671",2016-09-27,31.32,2931923,32.2874,"EWT US Equity"
"21672",2016-09-28,31.56,3876294,32.5349,"EWT US Equity"
"21673",2016-09-29,31.26,4388278,32.2256,"EWT US Equity"
"21674",2016-09-30,31.4,1935859,32.3699,"EWT US Equity"
"21675",2016-10-03,31.4,2605602,32.3699,"EWT US Equity"
"21676",2016-10-04,31.16,3076794,32.1225,"EWT US Equity"
"21677",2016-10-05,31.46,2536482,32.4318,"EWT US Equity"
"21678",2016-10-06,31.5,2354758,32.473,"EWT US Equity"
"21679",2016-10-07,31.5,2609828,32.473,"EWT US Equity"
"21680",2016-10-10,31.78,4051199,32.7617,"EWT US Equity"
"21681",2016-10-11,31.12,4317341,32.0813,"EWT US Equity"
"21682",2016-10-12,31.46,3432546,32.4318,"EWT US Equity"
"21683",2016-10-13,31.06,4288315,32.0194,"EWT US Equity"
"21684",2016-10-14,30.92,3292242,31.8751,"EWT US Equity"
"21685",2016-10-17,30.9,1718756,31.8545,"EWT US Equity"
"21686",2016-10-18,31.44,2041548,32.4112,"EWT US Equity"
"21687",2016-10-19,31.64,2556054,32.6173,"EWT US Equity"
"21688",2016-10-20,31.54,2712569,32.5142,"EWT US Equity"
"21689",2016-10-21,31.48,2154939,32.4524,"EWT US Equity"
"21690",2016-10-24,31.68,1707378,32.6586,"EWT US Equity"
"21691",2016-10-25,31.82,2449678,32.8029,"EWT US Equity"
"21692",2016-10-26,31.66,2173534,32.6379,"EWT US Equity"
"21693",2016-10-27,31.24,3367751,32.205,"EWT US Equity"
"21694",2016-10-28,31.3,3139001,32.2668,"EWT US Equity"
"21695",2016-10-31,31.52,2847761,32.4936,"EWT US Equity"
"21696",2016-11-01,31.18,4728599,32.1431,"EWT US Equity"
"21697",2016-11-02,30.88,5601926,31.8339,"EWT US Equity"
"21698",2016-11-03,30.8,2772757,31.7514,"EWT US Equity"
"21699",2016-11-04,30.62,2288961,31.5658,"EWT US Equity"
"21700",2016-11-07,31.65,5146031,32.6276,"EWT US Equity"
"21701",2016-11-08,31.74,7080780,32.7204,"EWT US Equity"
"21702",2016-11-09,30.65,10443109,31.5968,"EWT US Equity"
"21703",2016-11-10,29.97,13999006,30.8957,"EWT US Equity"
"21704",2016-11-11,29.75,9642509,30.669,"EWT US Equity"
"21705",2016-11-14,29.46,8922987,30.37,"EWT US Equity"
"21706",2016-11-15,30.06,4992624,30.9885,"EWT US Equity"
"21707",2016-11-16,29.87,4879440,30.7927,"EWT US Equity"
"21708",2016-11-17,30.04,4329624,30.9679,"EWT US Equity"
"21709",2016-11-18,29.94,4536735,30.8648,"EWT US Equity"
"21710",2016-11-21,30.26,2808237,31.1947,"EWT US Equity"
"21711",2016-11-22,30.76,5279757,31.7101,"EWT US Equity"
"21712",2016-11-23,30.5,6363458,31.4421,"EWT US Equity"
"21713",2016-11-25,30.7,1508347,31.6483,"EWT US Equity"
"21714",2016-11-28,30.77,3746530,31.7205,"EWT US Equity"
"21715",2016-11-29,30.83,3611061,31.7823,"EWT US Equity"
"21716",2016-11-30,30.74,7837730,31.6895,"EWT US Equity"
"21717",2016-12-01,30.41,6107622,31.3493,"EWT US Equity"
"21718",2016-12-02,30.5,3170280,31.4421,"EWT US Equity"
"21719",2016-12-05,30.57,3587811,31.5143,"EWT US Equity"
"21720",2016-12-06,30.9,7508989,31.8545,"EWT US Equity"
"21721",2016-12-07,31.26,5564738,32.2256,"EWT US Equity"
"21722",2016-12-08,31.53,3554600,32.5039,"EWT US Equity"
"21723",2016-12-09,31.36,2523404,32.3287,"EWT US Equity"
"21724",2016-12-12,31.19,2857149,32.1534,"EWT US Equity"
"21725",2016-12-13,31.49,3031371,32.4627,"EWT US Equity"
"21726",2016-12-14,30.65,6670033,31.5968,"EWT US Equity"
"21727",2016-12-15,31.02,6832043,31.9782,"EWT US Equity"
"21728",2016-12-16,30.63,3185452,31.5761,"EWT US Equity"
"21729",2016-12-19,30.36,4605389,31.2978,"EWT US Equity"
"21730",2016-12-20,30.39,4896608,31.3287,"EWT US Equity"
"21731",2016-12-21,29.54,2504575,31.1749,"EWT US Equity"
"21732",2016-12-22,29.06,2755105,30.6683,"EWT US Equity"
"21733",2016-12-23,29.16,2215419,30.7738,"EWT US Equity"
"21734",2016-12-27,29.23,1751858,30.8477,"EWT US Equity"
"21735",2016-12-28,29.26,2797885,30.8794,"EWT US Equity"
"21736",2016-12-29,29.56,3522967,31.196,"EWT US Equity"
"21737",2016-12-30,29.37,3366904,30.9954,"EWT US Equity"
"21738",2017-01-03,29.74,3964702,31.3859,"EWT US Equity"
"21739",2017-01-04,29.8,4464594,31.4492,"EWT US Equity"
"21740",2017-01-05,30.35,3987380,32.0297,"EWT US Equity"
"21741",2017-01-06,30.27,2503106,31.9453,"EWT US Equity"
"21742",2017-01-09,30.28,4078770,31.9558,"EWT US Equity"
"21743",2017-01-10,30.42,2356745,32.1036,"EWT US Equity"
"21744",2017-01-11,30.59,4965527,32.283,"EWT US Equity"
"21745",2017-01-12,30.8,9364452,32.5046,"EWT US Equity"
"21746",2017-01-13,30.79,3326096,32.494,"EWT US Equity"
"21747",2017-01-17,30.71,3531962,32.4096,"EWT US Equity"
"21748",2017-01-18,30.37,2811014,32.0508,"EWT US Equity"
"21749",2017-01-19,30.32,3831699,31.998,"EWT US Equity"
"21750",2017-01-20,30.64,3486880,32.3357,"EWT US Equity"
"21751",2017-01-23,31.06,2789521,32.779,"EWT US Equity"
"21752",2017-01-24,31.3,3430282,33.0323,"EWT US Equity"
"21753",2017-01-25,31.62,4535203,33.37,"EWT US Equity"
"21754",2017-01-26,31.55,4143768,33.2961,"EWT US Equity"
"21755",2017-01-27,31.56,3638994,33.3066,"EWT US Equity"
"21756",2017-01-30,31.44,3136108,33.18,"EWT US Equity"
"21757",2017-01-31,31.52,4711211,33.2644,"EWT US Equity"
"21758",2017-02-01,31.54,6048379,33.2855,"EWT US Equity"
"21759",2017-02-02,31.36,4921573,33.0956,"EWT US Equity"
"21760",2017-02-03,31.69,3797696,33.4438,"EWT US Equity"
"21761",2017-02-06,31.69,2746530,33.4438,"EWT US Equity"
"21762",2017-02-07,31.58,2256116,33.3278,"EWT US Equity"
"21763",2017-02-08,31.62,3049344,33.37,"EWT US Equity"
"21764",2017-02-09,31.78,4025576,33.5388,"EWT US Equity"
"21765",2017-02-10,32.28,3205398,34.0665,"EWT US Equity"
"21766",2017-02-13,32.49,3681974,34.2881,"EWT US Equity"
"21767",2017-02-14,32.6,4381046,34.4042,"EWT US Equity"
"21768",2017-02-15,33.04,3371376,34.8686,"EWT US Equity"
"21769",2017-02-16,32.77,4558696,34.5836,"EWT US Equity"
"21770",2017-02-17,32.62,5133408,34.4253,"EWT US Equity"
"21771",2017-02-21,32.76,3659498,34.5731,"EWT US Equity"
"21772",2017-02-22,32.75,3343744,34.5625,"EWT US Equity"
"21773",2017-02-23,32.68,4536744,34.4886,"EWT US Equity"
"21774",2017-02-24,32.59,4377248,34.3937,"EWT US Equity"
"21775",2017-02-27,32.5,3058271,34.2987,"EWT US Equity"
"21776",2017-02-28,32.39,3798409,34.1826,"EWT US Equity"
"21777",2017-03-01,32.56,4407460,34.362,"EWT US Equity"
"21778",2017-03-02,31.95,3711906,33.7182,"EWT US Equity"
"21779",2017-03-03,32.01,3399400,33.7816,"EWT US Equity"
"21780",2017-03-06,32.07,2849299,33.8449,"EWT US Equity"
"21781",2017-03-07,32.26,3643869,34.0454,"EWT US Equity"
"21782",2017-03-08,32.17,2923725,33.9504,"EWT US Equity"
"21783",2017-03-09,31.78,3018400,33.5388,"EWT US Equity"
"21784",2017-03-10,32.02,3724592,33.7921,"EWT US Equity"
"21785",2017-03-13,32.31,5990592,34.0982,"EWT US Equity"
"21786",2017-03-14,32.22,2971151,34.0032,"EWT US Equity"
"21787",2017-03-15,33.15,7591117,34.9846,"EWT US Equity"
"21788",2017-03-16,33.3,4171574,35.1429,"EWT US Equity"
"21789",2017-03-17,33.29,3900042,35.1324,"EWT US Equity"
"21790",2017-03-20,33.74,7942194,35.6073,"EWT US Equity"
"21791",2017-03-21,33.45,7661518,35.3012,"EWT US Equity"
"21792",2017-03-22,33.66,4049329,35.5229,"EWT US Equity"
"21793",2017-03-23,33.54,3958367,35.3962,"EWT US Equity"
"21794",2017-03-24,33.67,3686332,35.5334,"EWT US Equity"
"21795",2017-03-27,33.84,4391197,35.7128,"EWT US Equity"
"21796",2017-03-28,33.84,4543720,35.7128,"EWT US Equity"
"21797",2017-03-29,33.68,4325273,35.544,"EWT US Equity"
"21798",2017-03-30,33.49,3226079,35.3435,"EWT US Equity"
"21799",2017-03-31,33.23,4303305,35.0691,"EWT US Equity"
"21800",2017-04-03,33.49,8912431,35.3435,"EWT US Equity"
"21801",2017-04-04,33.36,3156978,35.2063,"EWT US Equity"
"21802",2017-04-05,33.6,5618148,35.4595,"EWT US Equity"
"21803",2017-04-06,33.41,3284708,35.259,"EWT US Equity"
"21804",2017-04-07,33.24,3110144,35.0796,"EWT US Equity"
"21805",2017-04-10,33.12,3472611,34.953,"EWT US Equity"
"21806",2017-04-11,33.03,4317363,34.858,"EWT US Equity"
"21807",2017-04-12,33.27,5501698,35.1113,"EWT US Equity"
"21808",2017-04-13,33.18,3890418,35.0163,"EWT US Equity"
